3453.7446 -0.2488889 0.2596141 0.8303425 0.0733165
3460.7778 -0.023564603 0.09633518 0.8373165 0.079724334
3467.8113 0.09764292 0.2446846 0.7503935 0.08684404
3474.8445 0.12078725 0.31599584 0.75790054 0.082708545
3481.878 0.23767073 0.38735852 0.78128946 0.09097081
3488.9114 -0.1627285 -0.045520622 0.8910734 0.0780622
3495.9446 -0.4355354 -0.06539144 0.8782821 0.062636994
3502.978 0.04769789 0.19716781 0.87477374 0.08571155
3510.0112 -0.15573306 0.06267569 0.8563875 0.073445834
3517.0447 -0.043221295 0.21622406 0.88804656 0.0815935
3524.0781 0.18532659 0.28447485 0.7783008 0.09148524
3531.1113 -0.19131222 0.164519 0.9321504 0.084573396
3538.1448 -0.09789757 0.03716465 0.9600676 0.08075264
3545.1782 0.079479985 0.22791007 1.0009928 0.09046629
3552.2114 0.0010779299 0.17447318 1.0332122 0.095360406
3559.2449 0.2329191 0.38527298 1.1106874 0.10198425
3566.278 -0.24745946 0.038737115 1.0371954 0.07902253
3573.3115 -0.037052575 0.058564708 0.9612465 0.08420863
3580.345 0.005767482 0.18297902 1.086203 0.09351091
3587.3782 0.10956082 0.27964255 1.1114972 0.09505678
3594.4116 0.08256297 0.30589518 1.0806699 0.093661696
3601.4448 0.11423802 0.22230034 1.0587214 0.0968961
3608.4783 0.1503658 0.2454288 1.0196534 0.09364157
3615.5117 0.6507227 0.620913 1.1034533 0.117244706
3622.545 0.33389536 0.36490285 1.2608368 0.10966658
3629.5784 0.17519455 0.21051043 1.2697049 0.104870126
3636.6118 0.31836253 0.391234 1.3271858 0.11022283
3643.645 0.38277793 0.3695992 1.3169118 0.112327024
3650.6785 0.10549519 0.21096867 1.3190672 0.103599794
3657.7117 0.54134786 0.6806513 1.3835456 0.119925685
3664.745 0.70326936 0.75240856 1.3618908 0.12571941
3671.7786 0.49611896 0.47698712 1.6600599 0.12675358
3678.8118 0.765995 0.83512145 1.4980367 0.12943247
3685.8452 0.51678854 0.59614044 1.5284628 0.1204762
3692.8784 0.8423318 1.0654136 1.3362502 0.12509103
3699.9119 0.9777392 1.1170303 1.4328648 0.13104205
3706.9453 0.60323656 0.76603436 1.4962163 0.123814866
3713.9785 0.3549689 0.5265782 1.623023 0.122180216
3721.012 0.6243697 0.89037895 1.5816524 0.12599774
3728.0454 0.9358047 1.0004225 1.6933508 0.13759619
3735.0786 0.26872578 0.6478464 1.7771653 0.116746545
3742.112 0.43558815 0.63136923 1.6184098 0.119819045
3749.1453 0.7468604 0.9147169 1.7616225 0.13450722
3756.1787 0.8679922 0.8995034 1.837609 0.13985789
3763.2122 1.1920193 1.2202606 1.7680684 0.1454185
3770.2454 0.837334 0.9332855 1.952835 0.14083812
3777.2788 0.8900983 0.8948369 1.9036833 0.14256981
3784.312 1.1356138 1.1276854 1.818314 0.14621152
3791.3455 0.7483053 0.8218556 1.8711872 0.13674581
3798.379 0.524773 0.612511 1.8659316 0.13045485
3805.412 1.0504357 1.0862502 1.7882816 0.14308752
3812.4456 0.99482715 0.88908523 1.8488868 0.14613801
3819.479 0.99729145 0.9857569 1.7433072 0.14125185
3826.5122 1.048233 1.1063731 1.7348417 0.14140147
3833.5457 1.4667435 1.4733313 1.6117584 0.15022087
3840.5789 0.95975745 1.2187455 1.7703832 0.13845457
3847.6123 0.8660325 1.0635104 1.9102668 0.14088066
3854.6458 1.1149709 1.1797702 1.9179745 0.14699286
3861.679 1.2265866 1.264416 2.0151844 0.15211843
3868.7124 1.2523078 1.2911431 1.9637839 0.15364492
3875.7456 1.4898045 1.4515326 1.7463185 0.15337007
3882.779 0.8879991 1.0031558 1.8895284 0.14236455
3889.8125 1.2669401 1.3048916 1.7940911 0.15067974
3896.8457 1.3210053 1.3464916 1.8988887 0.15412003
3903.8792 1.2231106 1.1665223 1.9550546 0.15263557
3910.9126 1.5004802 1.4364815 1.779054 0.15513717
3917.9458 1.3575788 1.3420199 1.592284 0.14818403
3924.9792 1.4789479 1.4823827 1.6957259 0.15149207
3932.0125 1.5820714 1.5942935 1.9335955 0.15982248
3939.046 0.96826476 0.9526705 2.0199702 0.14644983
3946.0793 1.2852628 1.3047587 1.8976759 0.15026748
3953.1125 1.9699086 1.8912413 1.8678346 0.16750112
3960.146 1.6032171 1.6824335 1.994442 0.16050468
3967.1794 1.3393415 1.3381274 2.1039252 0.1577971
3974.2126 1.6544702 1.5667068 2.0293267 0.16485533
3981.246 1.519965 1.5483682 2.0040662 0.15859017
3988.2793 1.7658404 1.7475882 2.0616524 0.16570744
3995.3127 1.8239086 1.7623429 2.0768213 0.16928199
4002.3462 1.9898932 1.9948721 2.1977382 0.17339568
4009.3794 1.6393998 1.5839623 2.0201793 0.16203575
4016.4128 1.8149621 1.8670877 2.1703107 0.16964157
4023.446 2.2347345 2.105558 2.1627116 0.17756224
4030.4795 1.840286 1.9255483 2.253298 0.17013723
4037.513 1.9450724 2.0260181 2.1122358 0.17083363
4044.5461 1.7120657 1.69224 2.1148624 0.16562332
4051.5796 2.1881864 2.1763797 1.8684919 0.17081147
4058.613 2.1553814 2.0218349 1.8798124 0.17193548
4065.6462 2.2615285 2.1537843 2.0538602 0.17642398
4072.6797 2.459071 2.4572554 2.0581682 0.1811186
4079.713 1.8583702 2.098749 2.1123016 0.16734935
4086.7463 1.849789 1.9307668 2.18706 0.16967195
4093.7798 2.441582 2.4667804 2.2195559 0.18346581
4100.813 2.330937 2.3277073 2.024824 0.17679167
4107.846 2.0111823 2.0105987 2.1211822 0.17132528
4114.88 1.8184954 1.9090351 2.3056295 0.16947839
4121.913 2.313046 2.3595884 2.5493689 0.18527707
4128.9463 2.533482 2.4453826 2.4263334 0.18874449
4135.98 2.646765 2.5419595 2.4027207 0.19092011
4143.013 2.8677564 2.7707896 2.23134 0.1909096
4150.0464 2.4273434 2.3721743 2.1811743 0.18313044
4157.08 2.837169 2.814061 2.1352158 0.18878666
4164.1133 2.529493 2.5051315 2.2112615 0.18479487
4171.1465 3.2994032 3.2132094 2.144107 0.19786082
4178.1797 3.344205 3.318417 2.036945 0.19704278
4185.2134 2.9256399 2.88816 2.095843 0.1890711
4192.2466 2.9559426 2.9490151 2.1249208 0.19065242
4199.28 2.9073286 2.7467651 2.150275 0.19166216
4206.3135 3.0100079 2.944532 2.1718516 0.19351675
4213.3467 2.9590132 2.8609352 2.2986398 0.1937839
4220.38 3.1019073 3.0460646 2.2424536 0.194598
4227.4136 3.4486709 3.3711627 2.18319 0.2013837
4234.447 3.185555 3.1262047 2.236454 0.19623604
4241.48 3.4682918 3.3131292 2.291967 0.20313941
4248.5137 3.580257 3.5150638 2.267481 0.20469254
4255.547 3.8402126 3.753846 2.3143911 0.20982216
4262.58 3.7486918 3.729277 2.2652912 0.20963787
4269.614 4.0885315 4.0122657 2.2830687 0.21354736
4276.647 4.3379593 4.1482263 2.3918486 0.22084224
4283.68 4.2425275 4.1358743 2.3504846 0.2167866
4290.7134 4.4969826 4.422319 2.2991943 0.22021678
4297.747 3.8282633 3.7696514 2.3057516 0.20898846
4304.7803 3.7404783 3.5875268 2.4048233 0.20961176
4311.8135 3.8885822 3.7513163 2.4563463 0.21298184
4318.847 3.8603952 3.7122219 2.3676326 0.21064793
4325.8804 3.5170367 3.3980966 2.294267 0.20445307
4332.9136 3.907815 3.8001962 2.391311 0.2118468
4339.9473 3.637107 3.5131662 2.426999 0.20794562
4346.9805 3.4676547 3.3764129 2.4584181 0.20555133
4354.0137 3.7773757 3.6420586 2.6084805 0.21377893
4361.0474 3.6130967 3.5218387 2.7277696 0.2120173
4368.0806 3.4404438 3.3693871 2.9679303 0.21178137
4375.114 3.131249 3.0731702 2.994841 0.20696652
4382.147 2.8845642 2.8518171 2.945408 0.2023144
4389.1807 3.1204796 3.0140905 2.943618 0.2074546
4396.214 3.3461902 3.2540128 2.9340117 0.21102294
4403.247 3.8818269 3.7841258 2.7539723 0.21642771
4410.281 3.0340624 2.8956075 2.779653 0.20258713
4417.314 3.3053014 3.2718537 2.7309666 0.20667371
4424.347 3.6308563 3.5932913 2.7197986 0.21248728
4431.381 2.9596746 2.7983556 2.8629513 0.20253289
4438.414 3.5075848 3.3427265 2.8293488 0.21165824
