3552.8962 7133.0825
3558.305 8488.76
3563.7244 8787.943
3569.1543 10013.033
3574.5947 10279.5
3580.0454 10638.843
3585.5066 11988.075
3590.978 11587.663
3596.4597 14026.996
3601.9514 14630.733
3607.4534 16765.234
3612.9653 16029.276
3618.4873 15822.495
3624.019 18543.139
3629.5608 18480.152
3635.112 19565.834
3640.6733 19250.564
3646.2444 23426.705
3651.8247 23693.234
3657.4148 24765.559
3663.0144 25635.316
3668.6235 29027.582
3674.242 29621.602
3679.8696 30522.453
3685.5068 31119.545
3691.153 34036.242
3696.8086 34987.895
3702.4731 37445.883
3708.1467 38262.8
3713.8293 39471.836
3719.521 41721.0
3725.2214 44640.773
3730.931 44744.51
3736.649 49214.754
3742.3757 46510.43
3748.1113 53322.406
3753.8557 52660.438
3759.6084 54724.83
3765.3696 65501.516
3771.1394 66198.37
3776.9177 59599.1
3782.7043 70528.484
3788.4993 81057.016
3794.3025 81484.336
3800.114 74012.266
3805.9336 68410.45
3811.7615 90989.65
3817.5974 98323.84
3823.4414 100666.72
3829.2932 100758.82
3835.153 87087.52
3841.0208 77038.94
3846.8965 92425.1
3852.7798 113149.0
3858.671 120380.89
3864.5698 123976.305
3870.4763 128347.01
3876.3904 130876.71
3882.3123 127127.39
3888.2415 118785.03
3894.1782 99084.586
3900.1223 115827.0
3906.074 132370.72
3912.0327 141417.0
3917.999 152944.06
3923.9724 156649.77
3929.9531 151117.12
3935.9412 136479.52
3941.936 129473.055
3947.9382 165399.38
3953.9475 167505.86
3959.9636 167926.78
3965.9868 151256.77
3972.0168 130576.01
3978.0537 119163.305
3984.0977 166860.4
3990.1482 183734.73
3996.2056 191620.77
4002.2698 196834.69
4008.3406 203148.42
4014.418 205078.86
4020.502 210394.52
4026.5925 212557.84
4032.6897 215139.4
4038.7935 220634.1
4044.9036 222452.95
4051.02 223285.38
4057.143 227578.33
4063.2722 229511.84
4069.4077 231262.08
4075.5496 229883.1
4081.6978 231271.77
4087.852 233900.28
4094.0125 229977.97
4100.1787 209731.22
4106.3516 181789.92
4112.5303 202002.0
4118.715 238620.28
4124.906 249992.0
4131.1025 258256.39
4137.3047 260731.7
4143.513 264847.56
4149.7275 270642.3
4155.9478 272822.2
4162.174 277788.25
4168.4053 279351.8
4174.6426 279716.16
4180.8857 286245.8
4187.1343 288601.88
4193.3887 287711.56
4199.6484 292693.62
4205.914 293975.84
4212.185 297059.78
4218.4614 303695.16
4224.743 302769.2
4231.031 303647.06
4237.323 305783.66
4243.6216 310250.6
4249.925 314307.9
4256.234 311208.03
4262.548 317536.75
4268.867 316080.34
4275.1914 315552.2
4281.521 315975.3
4287.856 317889.3
4294.196 319162.1
4300.541 317848.62
4306.891 315171.5
4313.246 315742.78
4319.6064 320358.2
4325.9717 324118.5
4332.342 313306.75
4338.717 290249.88
4345.0967 252975.73
4351.482 279079.4
4357.8716 322578.25
4364.266 341383.34
4370.665 350443.12
4377.0693 350644.25
4383.478 354313.28
4389.8916 358721.97
4396.31 358398.84
4402.733 357209.34
4409.1606 365027.1
4415.593 367449.84
4422.0293 366855.9
4428.4707 370961.44
4434.9165 372099.5
4441.367 371809.25
4447.822 375624.72
4454.2812 373407.2
4460.745 379512.9
4467.2134 378592.44
4473.686 382468.22
4480.163 386309.84
4486.644 389555.62
4493.13 390812.6
4499.6196 392485.47
4506.1143 391975.62
4512.6123 395204.3
4519.115 398406.4
4525.622 398942.97
4532.1333 400191.03
